station_source_id,charger_source_id,station_name,address,charge_type,status_name,operator_name
2920,,가현마을신안아파트,경기도 용인시 기흥구 구갈동 344,,,
1137,1,가호에일린의뜰,경상남도 진주시 가좌동 강변길 31,급속,이용제한,한국전력공사
1137,2,가호에일린의뜰,경상남도 진주시 가좌동 강변길 31,완속,이용제한,한국전력공사
3336,1,가화현대아파트,충청북도 옥천군 옥천읍 가화3길 18,완속,이용제한,한국전력공사
1667,,각산태영데시앙,대구광역시 동구 각산동 905,,,
5797,,간석동 233-2 공영주차장,인천광역시 남동구 간석동 233-1,,,
3349,1,간석래미안자이,인천광역시 남동구 간석동 939-1,급속,이용제한,한국전력공사
3349,2,간석래미안자이,인천광역시 남동구 간석동 939-1,완속,이용제한,한국전력공사
4112,1,간석한신더휴,인천광역시 남동구 간석동 616-6,완속,이용제한,한국전력공사
4646,,간전면사무소,전라남도 구례군 간전면 흥대리 1133,,,
5468,,간현관광지,강원특별자치도 원주시 지정면 간현리 1056-24,,,
1375,,갈산이안 아파트,인천광역시 부평구 갈산동 159,,,
2627,,감계힐스테이트3차,경상남도 창원시 의창구 북면 감계리 227-1,,,
5282,,감동보금자리요양원,경기도 양주시 백석읍 가업리 14-73,,,
5843,,감일제1공영주차장,경기도 하남시 감이동 443-2,,,
4286,,감자연구소,강원특별자치도 강릉시 사천면 노동리 466-1,,,
3803,,감전역 역세권 공영주차장,부산광역시 사상구 새벽시장로135,,,
1033,,감정동 푸른마을신안실크밸리1차,경기도 김포시 감정동 685,,,
5184,,갑곳 제1공영주차장,인천광역시 강화군 강화읍 갑곳리 644,,,
4541,,강경대흥시장,충청남도 논산시 강경읍 대흥로 23-1 (대흥리),,,
4780,,강경읍사무소,충청남도 논산시 강경읍 대흥리 7,,,
4539,,강경젓갈시장,충청남도 논산시 강경읍 염천리 20,,,
2507,,강남구청 공영주차장,서울특별시 강남구 삼성동 16-1,,,
950,1,강남데시앙파크,서울특별시 강남구 세곡동 헌릉로590길 63,급속,이용제한,한국전력공사
1813,,강남데시앙포레,서울특별시 강남구 수서동 광평로34길55,,,
2099,,강남동주민센터,강원특별자치도 강릉시 노암동 133,,,
336,,강남세브란스 병원,서울 강남구 도곡동 146-92,,,
944,1,강남아이파크,서울특별시 강남구 자곡동 자곡로 175,급속,이용제한,한국전력공사
944,2,강남아이파크,서울특별시 강남구 자곡동 자곡로 175,완속,이용제한,한국전력공사
325,,강남전력지사,서울특별시 서초구 서초동 1355,,,
737,1,강남한신휴 플러스8단지,서울특별시 강남구 율현동 밤고개로27길 20,완속,이용제한,한국전력공사
531,1,강남한신휴플러스6단지 아파트,서울특별시 강남구 율현동 밤고개로26길 50,급속,이용제한,한국전력공사
531,2,강남한신휴플러스6단지 아파트,서울특별시 강남구 율현동 밤고개로26길 50,완속,이용제한,한국전력공사
1814,1,강남한양수자인,서울특별시 강남구 자곡동 자곡로 260,급속,이용제한,한국전력공사
1814,2,강남한양수자인,서울특별시 강남구 자곡동 자곡로 260,완속,이용제한,한국전력공사
5702,,강동문화복지회관,경상북도 구미시 구평동 241-3,,,
3769,,강동보건소,서울특별시 강동구 성내동 541-2,,,
16,,강동송파지사,서울특별시 강동구 둔촌동 522-9,,,
8080,,강동송파지사(공용),서울특별시 강동구 둔촌동 522-9,,,
5353,,강동아트센터(강동문화재단),서울특별시 강동구 상일동 477,,,
2345,1,강동역 신동아 파밀리에,서울특별시 강동구 천호동 천호대로 1089,급속,이용제한,한국전력공사
2392,,강릉 교동2차현대아파트,강원특별자치도 강릉시 교동 1767,,,
2100,,강릉농협 하나로마트,강원특별자치도 강릉시 성남동 26-1,,,
5510,,강릉아이스아레나 주차장,강원특별자치도 강릉시 포남동 산 90-1,,,
2101,,강릉축협 하나로마트,강원특별자치도 강릉시 입암동 448,,,
42,,강릉특별지사,강원특별자치도 강릉시 포남동 1255,,,
8005,,강릉특별지사(공용),강원특별자치도 강릉시 포남동 1255,,,
2775,,강릉회산LH천년나무2단지,강원특별자치도 강릉시 회산동 604,,,
5503,,강림 건강복지센터,강원특별자치도 횡성군 강림면 강림리 803-2,,,
3239,1,강변동서마을관리사무소,대구광역시 동구 용계동 471-1,완속,이용제한,한국전력공사
466,1,강변보성타운 아파트,경상북도 구미시 비산동 산호대로 423,급속,이용제한,한국전력공사
466,2,강변보성타운 아파트,경상북도 구미시 비산동 산호대로 423,완속,이용제한,한국전력공사
2902,,강변코아루아파트,강원특별자치도 춘천시 우두동 1082,,,
289,,강변테크노마트 주차장,서울특별시 광진구 구의동 546-4,,,
3815,,강북문화예술회관,서울특별시 강북구 수유동 360-10,,,
3500,,강북성북지사,서울특별시 강북구 미아동 190-1,,,
10,,강북성북지사(공용),서울특별시 강북구 미아동 190-1,,,
4806,,강북실버타운,대구광역시 북구 읍내동 1206-4,,,
2398,,강산동신아파트,충청남도 논산시 강산동 645,,,
5566,,강서2동 행정복지센터,충청북도 청주시 흥덕구 송절동 838,,,
4574,,강서경찰서,부산광역시 강서구 명지동 607-5,,,
4923,,강서구청 역세권 공영주차장,부산광역시 강서구 대저1동 2300,,,
3808,1,강서구청 주차장,부산광역시 강서구 낙동북로 477,급속,이용가능,한국전력공사
4922,,강서브라이트센터,부산광역시 강서구 대저2동 1932-1,,,
4043,,강서수도사업소,서울특별시 양천구 신정동 319-15,,,
17,,강서양천지사,서울특별시 양천구 신정동 319-1,,,
8081,,강서양천지사(공용),서울특별시 양천구 신정동 319-1,,,
3088,1,강서주민편익시설,경상남도 양산시 어곡동 139-2,급속,이용가능,한국전력공사
2352,1,강서한강자이아파트,서울특별시 강서구 가양동 양천로55길 55,급속,이용제한,한국전력공사
2352,2,강서한강자이아파트,서울특별시 강서구 가양동 양천로55길 55,완속,이용제한,한국전력공사
1797,,강선동신 아파트,경기도 고양시 일산서구 주엽동 46,,,
5838,,강옥순스포츠센터,경기도 안산시 단원구 초지동 673-1,,,
6756,,강원국악예술회관,강원특별자치도 춘천시 삼천동 200,,,
